*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:33
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
@YEAR DOY   DAS   PRED  DAYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D   VPDF   VPD
 2008 170    61    0.0   12.4   13.2    9.6   19.2   0.66   32.0   23.9   27.8   29.2   20.0   27.8   29.2  172.8  385.3   0.00   0.00
 2008 171    62    0.0   12.4   13.2    9.6   19.2   0.66   31.3   24.5   27.8   28.9   20.4   27.8   28.9  121.0  385.3   0.00   0.00
 2008 172    63    0.0   12.4   13.2   20.2   40.4   0.29   32.0   22.4   27.0   28.7   16.4   27.0   28.7  138.2  385.3   0.00   0.00
 2008 173    64    0.0   12.4   13.2   19.2   38.4   0.32   31.4   25.0   28.1   29.2   20.5   28.1   29.2  172.8  385.3   0.00   0.00
 2008 174    65    0.0   12.4   13.2   18.7   37.4   0.34   30.1   24.8   27.4   28.3   20.5   27.4   28.3  155.5  385.3   0.00   0.00
 2008 175    66    0.5   12.4   13.2   18.7   37.4   0.34   30.2   23.0   26.5   27.7   18.5   26.5   27.7  155.5  385.3   0.00   0.00
 2008 176    67    5.0   12.4   13.2    9.9   19.8   0.65   31.8   24.6   28.1   29.3   20.9   28.1   29.3  146.9  385.3   0.00   0.00
 2008 177    68    1.4   12.4   13.2   16.1   32.2   0.43   32.9   22.8   27.7   29.4   20.3   27.7   29.4  138.2  385.3   0.00   0.00
 2008 178    69    0.4   12.4   13.2   13.3   26.6   0.53   31.5   24.8   28.0   29.2   21.5   28.0   29.2   95.0  385.3   0.00   0.00
 2008 179    70    0.2   12.4   13.2   15.4   30.8   0.46   31.0   25.1   28.0   28.9   21.2   28.0   28.9   95.0  385.3   0.00   0.00
 2008 180    71    2.8   12.4   13.2   13.4   26.8   0.53   30.4   25.5   27.9   28.7   22.8   27.9   28.7  103.7  385.3   0.00   0.00
 2008 181    72    0.0   12.4   13.2   19.1   38.2   0.33   31.0   23.3   27.0   28.3   20.4   27.0   28.3  129.6  385.3   0.00   0.00
 2008 182    73    0.0   12.4   13.2   10.1   20.2   0.64   32.3   22.5   27.2   28.9   20.0   27.2   28.9  129.6  385.3   0.00   0.00
 2008 183    74    2.5   12.4   13.2   11.2   22.4   0.61   32.0   22.5   27.1   28.7   20.0   27.1   28.7   95.0  385.3   0.00   0.00
 2008 184    75    0.0   12.3   13.2   14.8   29.6   0.48   31.5   23.4   27.3   28.7   20.3   27.3   28.7  103.7  385.3   0.00   0.00
 2008 185    76   13.6   12.3   13.2   20.1   40.2   0.29   31.5   22.7   27.0   28.4   20.0   27.0   28.4  112.3  385.3   0.00   0.00
 2008 186    77    0.0   12.3   13.2   18.5   37.0   0.35   30.0   23.3   26.5   27.7   19.2   26.5   27.7  138.2  385.3   0.00   0.00
 2008 187    78    0.0   12.3   13.2   16.9   33.8   0.41   27.7   22.5   25.0   25.9   18.1   25.0   25.9  155.5  385.3   0.00   0.00
 2008 188    79    0.0   12.3   13.2   13.4   26.8   0.53   30.4   22.7   26.4   27.7   17.4   26.4   27.7  155.5  385.3   0.00   0.00
 2008 189    80    0.0   12.3   13.2   12.1   24.2   0.58   30.4   22.2   26.2   27.5   18.0   26.2   27.5  198.7  385.3   0.00   0.00
 2008 190    81    0.0   12.3   13.2   13.9   27.8   0.51   30.5   21.7   26.0   27.4   15.1   26.0   27.4  164.2  385.3   0.00   0.00
 2008 191    82    0.0   12.3   13.2   11.3   22.6   0.60   30.4   22.3   26.2   27.6   16.8   26.2   27.6  146.9  385.3   0.00   0.00
 2008 192    83    0.0   12.3   13.2   15.5   31.0   0.46   32.1   21.9   26.8   28.5   16.6   26.8   28.5  146.9  385.3   0.00   0.00
 2008 193    84    0.0   12.3   13.2   19.0   38.0   0.33   32.2   22.0   26.9   28.6   16.7   26.9   28.6  129.6  385.3   0.00   0.00
 2008 194    85    0.0   12.3   13.2   19.1   38.2   0.33   32.0   22.7   27.2   28.8   18.5   27.2   28.8  155.5  385.3   0.00   0.00
 2008 195    86    0.0   12.3   13.2   18.6   37.2   0.35   30.2   23.0   26.5   27.7   18.7   26.5   27.7  155.5  385.3   0.00   0.00
 2008 196    87   18.5   12.3   13.2   16.9   33.8   0.41   31.0   23.2   27.0   28.3   19.4   27.0   28.3  172.8  385.3   0.00   0.00
 2008 197    88    0.0   12.3   13.2    9.8   19.6   0.66   32.1   23.3   27.6   29.0   19.7   27.6   29.0  172.8  385.5   0.00   0.00
 2008 198    89    0.0   12.3   13.2   20.5   41.0   0.28   31.0   22.3   26.5   28.0   18.3   26.5   28.0  172.8  385.5   0.00   0.00
 2008 199    90   10.4   12.3   13.2   18.1   36.2   0.37   31.0   23.0   26.9   28.2   17.9   26.9   28.2  146.9  385.5   0.00   0.00
 2008 200    91    0.0   12.3   13.2   11.2   22.4   0.61   28.0   22.8   25.3   26.2   20.0   25.3   26.2  112.3  385.5   0.00   0.00
 2008 201    92    3.3   12.3   13.2   16.4   32.8   0.43   31.1   23.1   27.0   28.3   19.7   27.0   28.3  146.9  385.5   0.00   0.00
 2008 202    93    5.6   12.3   13.2   11.3   22.6   0.61   25.9   22.0   23.9   24.5   17.8   23.9   24.5  172.8  385.5   0.00   0.00
 2008 203    94   11.6   12.3   13.2   15.4   30.8   0.46   31.2   23.1   27.0   28.4   19.5   27.0   28.4  103.7  385.5   0.00   0.00
 2008 204    95    0.0   12.3   13.2   10.8   21.6   0.62   31.0   23.0   26.9   28.2   21.3   26.9   28.2  138.2  385.5   0.00   0.00
 2008 205    96    0.0   12.3   13.2   17.7   35.4   0.38   32.2   22.6   27.2   28.8   20.9   27.2   28.8  172.8  385.5   0.00   0.00
 2008 206    97    0.0   12.3   13.2   19.1   38.2   0.34   30.2   22.8   26.4   27.6   19.0   26.4   27.6  129.6  385.5   0.00   0.00
 2008 207    98   36.7   12.3   13.2   13.6   27.2   0.53   28.2   23.3   25.7   26.5   18.2   25.7   26.5  112.3  385.5   0.00   0.00
 2008 208    99    0.4   12.3   13.1   12.1   24.2   0.58   31.5   22.8   27.0   28.4   20.3   27.0   28.4  172.8  385.5   0.00   0.00
 2008 209   100    0.0   12.3   13.1   10.6   21.2   0.63   31.2   22.4   26.6   28.1   19.4   26.6   28.1  181.4  385.5   0.00   0.00
 2008 210   101    0.0   12.3   13.1   17.3   34.6   0.40   30.5   22.1   26.2   27.6   16.8   26.2   27.6  146.9  385.5   0.00   0.00
 2008 211   102   16.5   12.3   13.1   15.8   31.6   0.45   28.0   22.2   25.0   26.0   17.8   25.0   26.0  146.9  385.5   0.00   0.00
 2008 212   103    0.0   12.3   13.1   12.2   24.4   0.58   30.2   22.2   26.1   27.4   18.6   26.1   27.4  146.9  385.5   0.00   0.00
 2008 213   104    2.0   12.3   13.1   15.3   30.6   0.47   30.0   21.6   25.7   27.0   18.0   25.7   27.0  164.2  385.5   0.00   0.00
 2008 214   105    0.0   12.3   13.1   14.2   28.4   0.51   28.5   21.9   25.1   26.2   18.1   25.1   26.2  164.2  385.5   0.00   0.00
 2008 215   106    0.0   12.3   13.1   18.6   37.2   0.36   31.0   23.0   26.9   28.2   18.5   26.9   28.2  181.4  385.5   0.00   0.00
 2008 216   107    0.0   12.3   13.1   10.0   20.0   0.65   32.0   23.0   27.3   28.8   16.5   27.3   28.8  155.5  385.5   0.00   0.00
 2008 217   108    0.0   12.3   13.1   15.1   30.2   0.48   30.5   22.4   26.3   27.7   16.7   26.3   27.7  146.9  385.5   0.00   0.00
 2008 218   109    0.0   12.2   13.1   18.5   37.0   0.36   30.3   22.4   26.2   27.5   16.9   26.2   27.5  129.6  385.5   0.00   0.00
 2008 219   110    0.0   12.2   13.1   12.9   25.8   0.56   28.0   21.8   24.8   25.8   18.0   24.8   25.8  138.2  385.5   0.00   0.00
 2008 220   111    3.3   12.2   13.1   13.6   27.2   0.53   29.5   22.0   25.6   26.9   18.0   25.6   26.9  164.2  385.5   0.00   0.00
 2008 221   112    0.0   12.2   13.1   15.1   30.2   0.48   32.0   22.3   27.0   28.6   20.2   27.0   28.6  172.8  385.5   0.00   0.00
 2008 222   113    0.0   12.2   13.1   10.5   21.0   0.64   32.5   22.8   27.5   29.1   17.3   27.5   29.1  146.9  385.5   0.00   0.00
 2008 223   114    0.0   12.2   13.1   20.9   41.8   0.28   31.5   22.9   27.0   28.5   15.2   27.0   28.5  121.0  385.5   0.00   0.00
 2008 224   115    0.0   12.2   13.1   21.7   43.4   0.25   29.0   22.5   25.6   26.7   16.1   25.6   26.7  129.6  385.5   0.00   0.00
 2008 225   116    0.0   12.2   13.1   19.3   38.6   0.34   32.0   22.7   27.2   28.7   18.0   27.2   28.7  181.4  385.5   0.00   0.00
 2008 226   117    0.0   12.2   13.0   10.6   21.2   0.64   29.1   23.1   26.0   27.0   19.5   26.0   27.0  155.5  385.5   0.00   0.00
 2008 227   118    0.0   12.2   13.0   19.0   38.0   0.35   30.0   23.1   26.4   27.6   20.1   26.4   27.6  138.2  385.5   0.00   0.00
 2008 228   119    0.7   12.2   13.0   10.0   20.0   0.66   29.6   22.4   25.9   27.1   18.8   25.9   27.1  155.5  385.7   0.00   0.00
 2008 229   120    0.0   12.2   13.0   13.4   26.8   0.54   30.0   22.1   25.9   27.2   18.3   25.9   27.2  207.4  385.7   0.00   0.00
 2008 230   121    0.0   12.2   13.0   13.5   27.0   0.54   32.0   22.9   27.3   28.8   18.7   27.3   28.8  198.7  385.7   0.00   0.00
 2008 231   122    0.0   12.2   13.0   18.1   36.2   0.38   31.5   22.1   26.6   28.2   17.0   26.6   28.2  155.5  385.7   0.00   0.00
 2008 232   123    0.0   12.2   13.0   22.6   45.2   0.23   32.2   22.6   27.2   28.8   16.9   27.2   28.8  155.5  385.7   0.00   0.00
 2008 233   124    3.0   12.2   13.0   18.1   36.2   0.38   30.2   22.4   26.2   27.4   16.2   26.2   27.4  138.2  385.7   0.00   0.00
 2008 234   125    0.0   12.2   13.0   19.0   38.0   0.35   31.0   22.7   26.7   28.1   17.2   26.7   28.1  138.2  385.7   0.00   0.00
 2008 235   126    0.0   12.2   13.0   16.1   32.2   0.45   30.2   22.2   26.0   27.4   17.6   26.0   27.4  190.1  385.7   0.00   0.00
 2008 236   127    0.0   12.2   13.0   20.9   41.8   0.28   31.8   22.3   26.9   28.4   16.3   26.9   28.4  172.8  385.7   0.00   0.00
 2008 237   128    4.6   12.2   13.0   21.7   43.4   0.26   31.2   22.6   26.7   28.2   15.4   26.7   28.2   77.8  385.7   0.00   0.00
 2008 238   129    0.0   12.1   13.0   14.6   29.2   0.50   32.8   22.7   27.6   29.2   18.7   27.6   29.2   69.1  385.7   0.00   0.00
 2008 239   130    0.0   12.1   13.0   21.9   43.8   0.25   30.4   23.2   26.7   27.8   19.6   26.7   27.8  146.9  385.7   0.00   0.00
 2008 240   131   10.1   12.1   13.0   20.2   40.4   0.31   28.0   23.3   25.6   26.3   18.2   25.6   26.3  138.2  385.7   0.00   0.00
 2008 241   132   11.9   12.1   13.0   12.5   25.0   0.57   30.0   22.3   26.0   27.3   18.7   26.0   27.3  121.0  385.7   0.00   0.00
 2008 242   133    5.4   12.1   12.9   10.5   21.0   0.64   31.0   22.6   26.6   28.0   19.9   26.6   28.0  172.8  385.7   0.00   0.00
 2008 243   134    0.0   12.1   12.9   12.6   25.2   0.57   31.1   23.1   26.9   28.3   19.1   26.9   28.3  121.0  385.7   0.00   0.00
 2008 244   135   22.7   12.1   12.9   13.3   26.6   0.54   30.0   22.4   26.0   27.3   18.0   26.0   27.3  121.0  385.7   0.00   0.00
 2008 245   136    0.7   12.1   12.9   17.5   35.0   0.40   30.5   22.4   26.3   27.6   19.2   26.3   27.6  129.6  385.7   0.00   0.00
 2008 246   137    3.8   12.1   12.9   14.1   28.2   0.52   29.8   22.6   26.1   27.2   19.2   26.1   27.2  146.9  385.7   0.00   0.00
 2008 247   138    0.0   12.1   12.9   12.5   25.0   0.57   30.2   23.0   26.5   27.6   19.4   26.5   27.6  129.6  385.7   0.00   0.00
 2008 248   139    0.0   12.1   12.9   11.3   22.6   0.61   31.0   23.2   26.9   28.2   20.9   26.9   28.2  103.7  385.7   0.00   0.00
 2008 249   140    0.0   12.1   12.9   15.5   31.0   0.47   32.5   22.8   27.5   29.0   19.2   27.5   29.0  146.9  385.7   0.00   0.00
 2008 250   141    0.0   12.1   12.9   11.2   22.4   0.62   32.0   22.5   27.1   28.6   17.8   27.1   28.6  103.7  385.7   0.00   0.00
 2008 251   142    0.0   12.1   12.9   15.6   31.2   0.46   32.1   22.5   27.1   28.7   18.7   27.1   28.7  129.6  385.7   0.00   0.00
 2008 252   143    0.0   12.1   12.9   20.3   40.6   0.30   31.7   22.5   26.9   28.4   18.1   26.9   28.4  164.2  385.7   0.00   0.00
 2008 253   144    0.0   12.1   12.9   20.6   41.2   0.29   32.0   22.9   27.3   28.7   18.0   27.3   28.7  112.3  385.7   0.00   0.00
 2008 254   145    0.0   12.1   12.9   14.9   29.8   0.49   33.0   21.8   27.2   29.0   18.6   27.2   29.0  129.6  385.7   0.00   0.00
 2008 255   146    0.0   12.1   12.9   15.1   30.2   0.48   32.1   22.5   27.1   28.7   18.9   27.1   28.7  181.4  385.7   0.00   0.00
 2008 256   147    0.0   12.0   12.9   18.2   36.4   0.37   32.0   22.4   27.0   28.6   17.5   27.0   28.6  146.9  385.7   0.00   0.00
