*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:34
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
@YEAR DOY   DAS   PRED  DAYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D   VPDF   VPD
 2013 276    11    0.8   12.0   12.8   15.7   31.3   0.46   27.3   17.2   22.0   23.7   13.9   22.0   23.7   36.7  397.0   0.00   0.00
 2013 277    12    0.4   12.0   12.8   11.5   22.9   0.60   26.4   16.6   21.3   22.9   14.5   21.3   22.9   23.0  397.0   0.00   0.00
 2013 278    13    0.2   12.0   12.8   21.1   42.1   0.27   28.7   16.4   22.3   24.3   11.8   22.3   24.3   23.0  397.0   0.00   0.00
 2013 279    14    0.0   12.0   12.8   24.5   49.0   0.15   29.9   17.2   23.3   25.4    9.8   23.3   25.4   20.2  397.0   0.00   0.00
 2013 280    15    0.0   12.0   12.8   22.0   43.9   0.24   30.3   17.0   23.4   25.5   10.0   23.4   25.5   24.8  397.0   0.00   0.00
 2013 281    16    0.0   12.0   12.8   23.6   47.2   0.19   31.3   16.8   23.7   26.1    9.9   23.7   26.1   25.2  397.0   0.00   0.00
 2013 282    17    0.0   12.0   12.8   18.0   36.0   0.38   30.6   19.4   24.8   26.6   13.7   24.8   26.6   32.0  397.0   0.00   0.00
 2013 283    18    2.4   12.0   12.8   12.6   25.2   0.56   27.7   18.1   22.7   24.3   15.1   22.7   24.3   25.6  397.0   0.00   0.00
 2013 284    19    5.4   12.0   12.9   15.9   31.8   0.45   27.5   17.7   22.4   24.0   14.7   22.4   24.0   31.0  397.0   0.00   0.00
 2013 285    20    2.0   12.0   12.9   17.0   33.9   0.41   29.6   16.4   22.7   24.9   13.3   22.7   24.9   29.5  397.0   0.00   0.00
 2013 286    21    3.8   12.0   12.9   23.6   47.2   0.18   30.3   16.3   23.0   25.3   11.7   23.0   25.3   21.6  397.0   0.00   0.00
 2013 287    22    3.6   12.1   12.9   18.5   37.0   0.36   29.4   16.7   22.8   24.9   13.4   22.8   24.9   21.2  397.0   0.00   0.00
 2013 288    23    0.0   12.1   12.9   23.6   47.1   0.18   30.7   16.4   23.2   25.6    9.6   23.2   25.6   26.3  397.2   0.00   0.00
 2013 289    24    0.0   12.1   12.9   24.8   49.5   0.14   30.9   14.7   22.5   25.1    5.2   22.5   25.1   28.8  397.2   0.00   0.00
 2013 290    25    0.0   12.1   12.9   23.2   46.4   0.20   31.1   14.9   22.7   25.3    5.3   22.7   25.3   23.0  397.2   0.00   0.00
 2013 291    26    0.0   12.1   12.9   23.1   46.3   0.20   31.5   16.1   23.5   26.0    7.2   23.5   26.0   24.8  397.2   0.00   0.00
 2013 292    27    3.0   12.1   12.9   22.5   45.1   0.22   31.8   17.7   24.5   26.8   12.0   24.5   26.8   33.1  397.2   0.00   0.00
 2013 293    28    0.2   12.1   12.9   16.5   32.9   0.43   27.8   16.2   21.8   23.7   11.7   21.8   23.7   19.4  397.2   0.00   0.00
 2013 294    29    0.0   12.1   12.9   18.1   36.2   0.37   30.9   16.2   23.2   25.6   11.2   23.2   25.6   19.8  397.2   0.00   0.00
 2013 295    30    0.0   12.1   12.9   12.2   24.4   0.57   27.9   15.7   21.5   23.5   10.5   21.5   23.5   13.3  397.2   0.00   0.00
 2013 296    31    0.0   12.1   12.9   12.1   24.1   0.58   27.8   16.6   22.0   23.8   12.1   22.0   23.8   16.6  397.2   0.00   0.00
 2013 297    32    4.0   12.1   12.9   14.9   29.8   0.48   27.5   16.7   21.9   23.6   13.4   21.9   23.6   28.1  397.2   0.00   0.00
 2013 298    33    0.2   12.1   12.9   24.8   49.7   0.13   29.1   14.8   21.7   24.0    8.9   21.7   24.0   20.2  397.2   0.00   0.00
 2013 299    34    0.0   12.1   12.9   22.9   45.7   0.20   30.7   15.6   22.8   25.3    7.1   22.8   25.3   22.0  397.2   0.00   0.00
 2013 300    35    0.0   12.1   12.9   22.5   44.9   0.21   31.7   15.5   23.3   25.9    6.4   23.3   25.9   22.9  397.2   0.00   0.00
 2013 301    36    0.0   12.1   12.9   16.6   33.2   0.42   29.2   18.7   23.7   25.5   13.2   23.7   25.5   21.2  397.2   0.00   0.00
 2013 302    37    0.0   12.1   12.9   12.8   25.7   0.55   28.2   16.8   22.3   24.1   13.1   22.3   24.1   36.4  397.2   0.00   0.00
 2013 303    38    0.0   12.1   12.9   24.3   48.5   0.15   30.3   14.9   22.3   24.8    9.3   22.3   24.8   31.3  397.2   0.00   0.00
 2013 304    39    0.8   12.1   12.9   20.6   41.2   0.28   29.7   16.8   23.0   25.1   11.4   23.0   25.1   37.4  397.2   0.00   0.00
 2013 305    40    0.4   12.1   12.9   16.3   32.6   0.43   28.2   17.3   22.5   24.3   12.8   22.5   24.3   31.0  397.2   0.00   0.00
 2013 306    41    0.2   12.1   12.9   21.2   42.4   0.25   31.1   16.7   23.6   26.0   11.1   23.6   26.0   28.4  397.2   0.00   0.00
 2013 307    42    0.6   12.1   12.9   13.8   27.6   0.51   29.2   18.0   23.4   25.2   13.3   23.4   25.2   24.5  397.2   0.00   0.00
 2013 308    43    1.2   12.1   12.9    9.8   19.7   0.65   25.0   17.8   21.3   22.4   15.0   21.3   22.4   19.4  397.2   0.00   0.00
 2013 309    44    1.4   12.1   12.9   13.9   27.8   0.51   26.6   17.4   21.8   23.3   15.0   21.8   23.3   23.4  397.2   0.00   0.00
 2013 310    45   13.6   12.1   12.9    0.2    0.4   0.99   18.1   16.3   17.2   17.5   15.3   17.2   17.5   11.5  397.2   0.00   0.00
 2013 311    46    0.0   12.1   12.9   14.8   29.5   0.48   27.9   17.1   22.3   24.1   14.1   22.3   24.1   11.6  397.2   0.00   0.00
 2013 312    47    0.0   12.1   12.9   14.4   28.8   0.49   27.9   17.1   22.3   24.0   14.2   22.3   24.0   10.0  397.2   0.00   0.00
 2013 313    48    0.0   12.1   12.9   14.6   29.3   0.48   27.8   17.2   22.3   24.0   14.3   22.3   24.0    9.0  397.2   0.00   0.00
 2013 314    49    0.0   12.1   12.9   14.2   28.4   0.50   27.8   17.1   22.2   24.0   14.4   22.2   24.0    8.9  397.2   0.00   0.00
 2013 315    50    0.0   12.1   12.9   13.8   27.6   0.51   27.5   17.2   22.1   23.8   14.6   22.1   23.8    8.5  397.2   0.00   0.00
 2013 316    51    0.0   12.1   12.9   14.4   28.8   0.49   27.4   17.0   22.0   23.7   14.4   22.0   23.7    8.0  397.2   0.00   0.00
 2013 317    52    0.0   12.1   12.9   14.2   28.5   0.49   27.5   17.0   22.0   23.8   14.3   22.0   23.8    7.7  397.2   0.00   0.00
 2013 318    53    4.3   12.1   13.0   13.9   27.8   0.50   27.4   17.0   22.0   23.7   14.3   22.0   23.7    6.0  397.2   0.00   0.00
 2013 319    54    0.0   12.1   13.0   13.8   27.6   0.51   27.4   17.2   22.1   23.8   14.5   22.1   23.8    6.0  397.4   0.00   0.00
 2013 320    55   19.3   12.1   13.0   13.4   26.8   0.52   27.2   17.3   22.0   23.7   14.6   22.0   23.7    7.0  397.4   0.00   0.00
 2013 321    56    0.0   12.1   13.0   13.3   26.7   0.52   27.1   17.2   22.0   23.6   14.6   22.0   23.6    8.0  397.4   0.00   0.00
 2013 322    57    0.0   12.1   13.0   13.6   27.3   0.51   27.3   17.1   22.0   23.7   14.4   22.0   23.7    9.0  397.4   0.00   0.00
 2013 323    58    0.0   12.1   13.0   14.0   27.9   0.50   27.5   17.1   22.1   23.8   14.3   22.1   23.8   10.0  397.4   0.00   0.00
 2013 324    59    2.2   12.1   13.0   14.9   29.7   0.47   28.0   17.1   22.3   24.1   14.2   22.3   24.1   10.0  397.4   0.00   0.00
 2013 325    60    0.0   12.1   13.0   14.9   29.8   0.46   28.2   17.2   22.5   24.3   14.1   22.5   24.3   12.1  397.4   0.00   0.00
 2013 326    61    3.5   12.1   13.0   14.4   28.7   0.48   28.0   17.2   22.4   24.2   14.2   22.4   24.2   13.8  397.4   0.00   0.00
 2013 327    62   11.0   12.1   13.0   14.2   28.4   0.49   27.8   17.2   22.3   24.0   14.2   22.3   24.0   13.0  397.4   0.00   0.00
 2013 328    63    0.0   12.1   13.0   14.5   29.0   0.48   27.9   17.2   22.3   24.1   14.2   22.3   24.1   15.9  397.4   0.00   0.00
 2013 329    64   10.0   12.1   13.0   14.1   28.1   0.49   27.6   17.0   22.1   23.8   14.1   22.1   23.8   15.0  397.4   0.00   0.00
 2013 330    65    0.0   12.1   13.0   14.6   29.3   0.47   28.0    1.0   13.9   18.4   -1.6   13.9   18.4   16.0  397.4   0.00   0.00
 2013 331    66    5.5   12.1   13.0   14.1   28.2   0.49   27.7   17.0   22.1   23.9   14.2   22.1   23.9   16.5  397.4   0.00   0.00
 2013 332    67    0.0   12.1   13.0   13.6   27.2   0.51   27.5   17.1   22.1   23.8   14.4   22.1   23.8   15.0  397.4   0.00   0.00
 2013 333    68    0.0   12.1   13.0   12.6   25.3   0.54   27.0   17.0   21.8   23.5   14.5   21.8   23.5   14.0  397.4   0.00   0.00
 2013 334    69    0.0   12.1   13.0   12.4   24.8   0.55   26.6   17.1   21.6   23.2   14.7   21.6   23.2   14.3  397.4   0.00   0.00
 2013 335    70    0.0   12.1   13.0   13.5   27.0   0.51   26.8   17.0   21.7   23.3   14.5   21.7   23.3   13.0  397.4   0.00   0.00
 2013 336    71   10.9   12.1   13.0   14.6   29.3   0.47   27.5   17.0   22.1   23.8   14.3   22.1   23.8   12.9  397.4   0.00   0.00
 2013 337    72    0.0   12.1   13.0   15.3   30.6   0.44   27.9   17.0   22.2   24.0   14.2   22.2   24.0   14.0  397.4   0.00   0.00
 2013 338    73    0.0   12.1   13.0   15.6   31.1   0.43   28.2   17.1   22.4   24.3   14.3   22.4   24.3   13.4  397.4   0.00   0.00
 2013 339    74    0.0   12.1   13.0   16.0   32.1   0.42   28.5   17.2   22.6   24.5   14.2   22.6   24.5   14.0  397.4   0.00   0.00
 2013 340    75    0.0   12.1   13.0   16.2   32.5   0.41   28.6   17.3   22.7   24.6   14.2   22.7   24.6   15.0  397.4   0.00   0.00
 2013 341    76    0.0   12.1   13.0   16.4   32.7   0.40   28.7   17.3   22.8   24.7   14.1   22.8   24.7   15.0  397.4   0.00   0.00
 2013 342    77    0.0   12.1   13.0   16.9   33.7   0.38   29.1   17.4   23.0   25.0   14.1   23.0   25.0   16.1  397.4   0.00   0.00
 2013 343    78    0.0   12.1   13.0   16.9   33.9   0.38   29.1   17.4   23.0   25.0   13.9   23.0   25.0   16.0  397.4   0.00   0.00
 2013 344    79   23.3   12.1   13.0   16.8   33.6   0.39   29.2   17.6   23.2   25.1   13.9   23.2   25.1   16.0  397.4   0.00   0.00
 2013 345    80    0.0   12.1   13.0   15.8   31.6   0.42   29.0   17.6   23.0   24.9   14.0   23.0   24.9   16.3  397.4   0.00   0.00
 2013 346    81    5.4   12.1   13.0   14.9   29.8   0.45   28.7   17.6   22.9   24.8   14.1   22.9   24.8   16.0  397.4   0.00   0.00
 2013 347    82    0.0   12.1   13.0   14.6   29.1   0.47   28.6   17.7   22.9   24.7   14.3   22.9   24.7   16.0  397.4   0.00   0.00
 2013 348    83    5.6   12.1   13.0   14.2   28.5   0.48   28.3   17.6   22.7   24.5   14.2   22.7   24.5   16.7  397.4   0.00   0.00
 2013 349    84    0.0   12.1   13.0   14.6   29.2   0.47   28.4   17.5   22.7   24.5   14.1   22.7   24.5   17.6  397.5   0.00   0.00
 2013 350    85    0.0   12.1   13.0   14.2   28.4   0.48   28.3   17.4   22.6   24.4   14.1   22.6   24.4   17.4  397.5   0.00   0.00
 2013 351    86   18.1   12.1   13.0   14.6   29.2   0.46   28.5   17.3   22.7   24.5   14.0   22.7   24.5   16.8  397.5   0.00   0.00
 2013 352    87    0.0   12.1   13.0   14.6   29.2   0.47   28.4   17.3   22.6   24.5   14.0   22.6   24.5   17.0  397.5   0.00   0.00
 2013 353    88    0.0   12.1   13.0   14.7   29.4   0.46   28.6   17.4   22.7   24.6   14.0   22.7   24.6   18.0  397.5   0.00   0.00
 2013 354    89    0.2   12.1   13.0   17.2   34.4   0.37   27.4   16.9   21.9   23.7   13.3   21.9   23.7   21.6  397.5   0.00   0.00
 2013 355    90    0.0   12.1   13.0   17.4   34.8   0.36   27.9   15.6   21.5   23.5   11.8   21.5   23.5   15.1  397.5   0.00   0.00
 2013 356    91    0.2   12.1   13.0   17.5   35.0   0.36   29.4   17.1   23.0   25.0   13.3   23.0   25.0   13.3  397.5   0.00   0.00
 2013 357    92    0.0   12.1   13.0   19.8   39.6   0.28   29.7   17.0   23.1   25.2   12.4   23.1   25.2   14.4  397.5   0.00   0.00
 2013 358    93    0.0   12.1   13.0   22.6   45.2   0.17   30.4   17.4   23.6   25.8   12.9   23.6   25.8   21.6  397.5   0.00   0.00
 2013 359    94    6.2   12.1   13.0   13.4   26.8   0.51   27.2   18.5   22.7   24.1   16.2   22.7   24.1   22.3  397.5   0.00   0.00
 2013 360    95    0.0   12.1   13.0   20.1   40.3   0.26   28.8   17.7   23.0   24.9   13.9   23.0   24.9   19.8  397.5   0.00   0.00
 2013 361    96    0.0   12.1   13.0   17.8   35.5   0.35   30.0   18.4   24.0   25.9   13.9   24.0   25.9   18.7  397.5   0.00   0.00
 2013 362    97    0.2   12.1   13.0    9.4   18.7   0.66   27.7   18.7   23.0   24.5   15.3   23.0   24.5   19.8  397.5   0.00   0.00
 2013 363    98    0.0   12.1   13.0   14.7   29.3   0.46   28.7   17.6   22.9   24.8   14.5   22.9   24.8   21.6  397.5   0.00   0.00
 2013 364    99    0.4   12.1   13.0   18.9   37.8   0.31   29.8   16.6   22.9   25.1   13.6   22.9   25.1   20.2  397.5   0.00   0.00
 2013 365   100    0.6   12.1   13.0    7.6   15.2   0.72   23.8   17.5   20.5   21.6   15.7   20.5   21.6   18.7  397.5   0.00   0.00
 2014 001   101    0.2   12.1   13.0   13.1   26.1   0.52   27.7   17.2   22.2   24.0   14.5   22.2   24.0   16.9  397.5   0.00   0.00
 2014 002   102    0.0   12.1   13.0   10.9   21.9   0.60   27.8   17.4   22.4   24.1   14.8   22.4   24.1    7.2  397.5   0.00   0.00
 2014 003   103    0.0   12.1   13.0   16.9   33.8   0.38   28.3   16.6   22.2   24.1   12.5   22.2   24.1   18.0  397.5   0.00   0.00
 2014 004   104    0.0   12.1   13.0   23.4   46.9   0.15   30.4   16.2   23.0   25.4   10.9   23.0   25.4   18.7  397.5   0.00   0.00
 2014 005   105    0.0   12.1   13.0   24.5   49.0   0.11   31.2   17.1   23.9   26.2   10.3   23.9   26.2   23.8  397.5   0.00   0.00
 2014 006   106    0.0   12.1   13.0   20.8   41.6   0.24   30.8   18.6   24.5   26.5   12.5   24.5   26.5   29.2  397.5   0.00   0.00
 2014 007   107    0.0   12.1   13.0   14.3   28.6   0.48   29.4   17.2   23.1   25.1   12.5   23.1   25.1   23.4  397.5   0.00   0.00
 2014 008   108    0.4   12.1   13.0   12.2   24.4   0.56   29.6   17.9   23.5   25.4   14.1   23.5   25.4   21.6  397.5   0.00   0.00
 2014 009   109    0.0   12.1   13.0   12.4   24.8   0.55   26.2   17.7   21.8   23.2   13.9   21.8   23.2   15.5  397.5   0.00   0.00
 2014 010   110    0.0   12.1   13.0    9.9   19.8   0.64   27.8   16.6   22.0   23.8   12.8   22.0   23.8   11.9  397.5   0.00   0.00
 2014 011   111    0.0   12.1   13.0   17.8   35.6   0.35   29.5   15.8   22.4   24.6   11.5   22.4   24.6   25.2  397.5   0.00   0.00
 2014 012   112    0.0   12.1   13.0   16.0   32.0   0.42   29.8   16.3   22.8   25.0   12.0   22.8   25.0   21.6  397.5   0.00   0.00
 2014 013   113    0.0   12.1   13.0   21.4   42.7   0.23   30.3   16.3   23.0   25.3   10.9   23.0   25.3   26.3  397.5   0.00   0.00
 2014 014   114    0.0   12.1   13.0   17.5   35.1   0.37   31.1   16.7   23.6   26.0   10.4   23.6   26.0   31.3  397.5   0.00   0.00
 2014 015   115   21.8   12.1   13.0   11.5   23.1   0.58   26.7   16.8   21.6   23.2   14.5   21.6   23.2   14.8  397.7   0.00   0.00
 2014 016   116    0.2   12.1   13.0   19.7   39.4   0.29   28.3   16.3   22.1   24.0   12.2   22.1   24.0   16.6  397.7   0.00   0.00
 2014 017   117    0.0   12.1   13.0   18.3   36.6   0.34   29.5   16.4   22.7   24.8   12.2   22.7   24.8   22.0  397.7   0.00   0.00
 2014 018   118    0.0   12.1   13.0   20.9   41.8   0.25   30.5   17.1   23.5   25.7   11.5   23.5   25.7   37.4  397.7   0.00   0.00
 2014 019   119    0.0   12.1   13.0   19.8   39.6   0.29   30.6   18.3   24.2   26.2   13.0   24.2   26.2   24.1  397.7   0.00   0.00
 2014 020   120    0.2   12.1   13.0   10.8   21.5   0.61   27.6   18.5   22.9   24.4   14.8   22.9   24.4   16.2  397.7   0.00   0.00
 2014 021   121    0.0   12.1   13.0   16.9   33.9   0.39   27.9   17.9   22.7   24.3   13.9   22.7   24.3   20.5  397.7   0.00   0.00
 2014 022   122    0.0   12.1   13.0   19.4   38.9   0.30   30.8   16.9   23.6   25.9   11.9   23.6   25.9   37.8  397.7   0.00   0.00
 2014 023   123    0.2   12.1   13.0   12.6   25.1   0.55   28.7   18.3   23.3   25.0   14.3   23.3   25.0   32.4  397.7   0.00   0.00
 2014 024   124    0.0   12.1   13.0   18.1   36.3   0.35   29.7   16.3   22.7   24.9   11.7   22.7   24.9   21.6  397.7   0.00   0.00
 2014 025   125    0.0   12.1   13.0   22.1   44.3   0.21   31.2   16.7   23.7   26.0   11.7   23.7   26.0   39.6  397.7   0.00   0.00
 2014 026   126    0.0   12.1   13.0   22.0   43.9   0.21   31.3   17.1   23.9   26.2   11.7   23.9   26.2   28.4  397.7   0.00   0.00
 2014 027   127    0.0   12.1   13.0   20.8   41.5   0.26   30.9   17.8   24.1   26.2   12.3   24.1   26.2   33.5  397.7   0.00   0.00
 2014 028   128    4.8   12.1   13.0    9.7   19.4   0.65   29.0   16.3   22.4   24.5   13.0   22.4   24.5   19.8  397.7   0.00   0.00
 2014 029   129    0.2   12.1   13.0   21.0   42.0   0.25   29.7   15.0   22.1   24.5   10.5   22.1   24.5   18.4  397.7   0.00   0.00
 2014 030   130    0.0   12.1   12.9   20.1   40.2   0.28   31.3   16.5   23.6   26.0   11.4   23.6   26.0   21.2  397.7   0.00   0.00
 2014 031   131    0.0   12.1   12.9   18.9   37.8   0.33   30.6   15.8   22.9   25.3   10.5   22.9   25.3   24.8  397.7   0.00   0.00
 2014 032   132    0.0   12.1   12.9   13.2   26.3   0.53   28.8   16.8   22.6   24.5   12.3   22.6   24.5   23.4  397.7   0.00   0.00
 2014 033   133    0.0   12.1   12.9   11.3   22.6   0.60   25.3   15.8   20.4   21.9   11.6   20.4   21.9   31.3  397.7   0.00   0.00
 2014 034   134    0.0   12.1   12.9   22.2   44.4   0.21   31.3   14.8   22.7   25.4   10.0   22.7   25.4   36.0  397.7   0.00   0.00
 2014 035   135    5.4   12.1   12.9   17.1   34.2   0.39   30.1   17.8   23.7   25.7   14.0   23.7   25.7   42.5  397.7   0.00   0.00
 2014 036   136    2.6   12.1   12.9    8.9   17.9   0.68   23.3   16.2   19.6   20.8   14.2   19.6   20.8   34.2  397.7   0.00   0.00
 2014 037   137    1.0   12.1   12.9   15.7   31.4   0.45   28.8   14.6   21.4   23.7   11.5   21.4   23.7   24.5  397.7   0.00   0.00
 2014 038   138    0.0   12.1   12.9   13.7   27.5   0.52   28.4   17.7   22.8   24.6   13.7   22.8   24.6   24.5  397.7   0.00   0.00
 2014 039   139    0.0   12.1   12.9   14.9   29.8   0.48   30.4   16.8   23.3   25.6   11.9   23.3   25.6   17.3  397.7   0.00   0.00
 2014 040   140   36.4   12.1   12.9   10.4   20.9   0.63   27.2   17.7   22.3   23.8   14.3   22.3   23.8   20.2  397.7   0.00   0.00
 2014 041   141   37.6   12.1   12.9    5.9   11.9   0.79   22.7   16.6   19.5   20.5   15.2   19.5   20.5   16.9  397.7   0.00   0.00
 2014 042   142    0.2   12.1   12.9   18.4   36.8   0.35   28.3   16.8   22.3   24.2   13.2   22.3   24.2   16.6  397.7   0.00   0.00
 2014 043   143   29.0   12.1   12.9   10.1   20.2   0.65   25.2   16.8   20.8   22.2   14.1   20.8   22.2   18.4  397.7   0.00   0.00
 2014 044   144    0.4   12.1   12.9   19.2   38.5   0.33   28.7   17.0   22.6   24.5   12.9   22.6   24.5   16.6  397.7   0.00   0.00
 2014 045   145    0.0   12.1   12.9   17.6   35.3   0.38   27.4   17.4   22.2   23.8   13.3   22.2   23.8   18.4  397.9   0.00   0.00
 2014 046   146    0.0   12.1   12.9   13.1   26.2   0.54   27.0   18.2   22.4   23.9   14.3   22.4   23.9   17.6  397.9   0.00   0.00
 2014 047   147    0.0   12.1   12.9   12.7   25.5   0.55   27.9   19.1   23.3   24.8   15.6   23.3   24.8   15.1  397.9   0.00   0.00
